director_id,genre,prob
5018,Documentary,1
5021,Comedy,1
5021,Short,1
5024,Comedy,1
5024,Short,1
5025,Drama,1
5026,Animation,1
5026,Short,1
5027,Animation,0.142857
5027,Drama,0.285714
5027,Family,0.142857
5027,Fantasy,0.142857
5027,Sci-Fi,0.142857
5027,Short,0.142857
5027,Western,0.428571
5028,Comedy,1
5028,Drama,1
5029,Documentary,1
5031,Comedy,0.0909091
5031,Crime,0.0909091
5031,Drama,0.545455
5031,Musical,0.0909091
5031,Mystery,0.0909091
5031,Romance,0.181818
5031,Short,0.181818
5031,Thriller,0.0909091
5032,Short,1
5033,Documentary,1
5033,Music,1
5034,Documentary,1
5034,Short,1
5037,Action,0.1
5037,Drama,0.2
5037,Mystery,0.3
5037,Western,0.4
5038,Documentary,0.5
5038,Drama,0.5
5039,Comedy,1
5041,Comedy,1
5043,Action,0.0909091
5043,Adventure,0.454545
5043,Drama,0.636364
5043,Romance,0.272727
5044,Comedy,1
5045,Romance,1
5046,Documentary,1
5046,Short,0.4
5047,Documentary,0.9375
5047,Family,0.0625
5047,Short,0.1875
5048,Animation,0.2
5048,Drama,0.2
5048,Family,0.2
5048,Short,0.6
5050,Documentary,0.2
5050,Drama,0.8
5051,Action,0.3
5051,Comedy,0.9
5051,Drama,0.1
5051,Horror,0.1
5051,Sci-Fi,0.1
5051,Short,0.2
5051,Western,0.1
5052,Comedy,0.75
5052,Drama,0.75
5052,Short,0.5
5053,Short,1
5054,Comedy,0.5
5054,Short,1
5058,Short,1
5059,Short,1
5062,Drama,1
5062,Romance,1
5063,Action,0.25
5063,Crime,0.5
5063,Drama,0.25
5063,Thriller,0.25
5065,Family,1
5066,Animation,0.5
5066,Comedy,0.5
5066,Short,0.5
5068,Adventure,1
5068,Comedy,1
5068,Family,1
5069,Action,1
5071,Comedy,0.5
5071,Drama,0.5
5071,Short,1
5073,Action,1
5073,Crime,0.75
5073,Drama,0.25
5073,Horror,0.25
5073,Sci-Fi,0.25
5073,Thriller,0.75
5074,Comedy,0.5
5074,Drama,0.5
5074,Short,1
5074,Thriller,0.5
5077,Drama,0.545455
5077,Short,0.363636
5077,Western,0.181818
5078,Animation,1
5078,Comedy,0.6
5078,Short,0.6
5079,Drama,1
5079,Short,1
5080,Comedy,1
5081,Adventure,0.1
5081,Crime,0.1
5081,Drama,0.9
5081,Romance,0.1
5081,Thriller,0.1
5081,War,0.1
5081,Western,0.1
5083,Documentary,1
5084,Short,1
5085,Thriller,1
5086,Drama,1
5086,Short,1
5087,Drama,1
5088,Comedy,0.307692
5088,Drama,0.384615
5088,Family,0.153846
5088,Fantasy,0.0769231
5088,War,0.0769231
5088,Western,0.384615
5089,Short,1
5091,Documentary,1
5092,Comedy,1
5092,Drama,1
5093,Crime,0.5
5093,Drama,0.5
5095,Action,0.333333
5095,Animation,0.333333
5095,Sci-Fi,0.333333
5095,Short,0.666667
5095,Thriller,0.333333
5097,Sci-Fi,1
5098,Short,1
5099,Animation,0.5
5099,Short,1
5101,Documentary,1
5101,Short,1
5102,Short,1
5103,Documentary,0.5
5103,Short,0.5
5105,Comedy,0.2
5105,Drama,0.2
5105,Short,0.8
5106,Short,1
5108,Comedy,1
5108,Short,1
5109,Action,0.0434783
5109,Adventure,0.057971
5109,Comedy,0.507246
5109,Crime,0.0724638
5109,Documentary,0.0144928
5109,Drama,0.275362
5109,Family,0.0289855
5109,Fantasy,0.0289855
5109,Horror,0.0144928
5109,Music,0.0144928
5109,Musical,0.173913
5109,Mystery,0.0144928
5109,Romance,0.0289855
5109,Sci-Fi,0.0144928
5109,Short,0.0144928
5109,Thriller,0.057971
5109,War,0.0144928
5109,Western,0.144928
5110,Horror,1
5111,Fantasy,1
5111,Horror,1
5111,Sci-Fi,1
5112,Drama,1
5112,Horror,1
5114,Comedy,1
5114,Drama,0.2
5114,Horror,0.2
5114,Short,1
5117,Comedy,1
5117,Documentary,1
5118,Mystery,1
5118,Thriller,1
5119,Adventure,1
5119,Documentary,1
5120,Comedy,0.333333
5120,Drama,0.666667
5120,Romance,0.333333
5121,Horror,1
5122,Comedy,1
5122,Short,0.5
5123,Comedy,1
5123,Short,1
5124,Animation,1
5124,Short,0.2
5126,Animation,1
5126,Comedy,0.0833333
5126,Family,0.0416667
5126,Short,1
5127,Documentary,1
5129,Drama,1
5130,Comedy,1
5131,Romance,1
5132,Documentary,0.4
5132,Drama,0.4
5132,Short,0.2
5133,Documentary,1
5133,Short,1
5136,Drama,1
5136,Romance,0.5
5138,Action,1
5138,Drama,1
5138,Horror,1
5138,Romance,1
5138,Short,1
5140,Documentary,1
5140,Short,1
5141,War,1
5143,Action,0.6
5143,Adventure,0.4
5143,Animation,0.6
5143,Comedy,0.2
5143,Drama,0.2
5143,Fantasy,0.4
5143,Sci-Fi,0.2
5143,Short,0.2
5144,Action,1
5145,Comedy,0.5
5145,Crime,0.5
5146,Family,1
5147,Comedy,0.272727
5147,Crime,0.0909091
5147,Drama,0.545455
5147,Romance,0.454545
5148,Comedy,0.5
5148,Drama,0.5
5149,Comedy,0.25
5149,Crime,0.25
5149,Drama,0.5
5149,Mystery,0.25
5150,Comedy,0.166667
5150,Drama,0.666667
5150,Family,0.333333
5150,Romance,0.166667
5150,Sci-Fi,0.166667
5151,Comedy,1
5151,Short,1
5152,Drama,1
5152,Short,1
5153,Documentary,1
5153,Short,1
5154,Comedy,1
5154,Musical,0.5
5155,Documentary,1
5156,Short,1
5157,Short,1
5158,Documentary,0.928571
5158,Short,1
5159,Adventure,0.5
5159,Comedy,0.166667
5159,Crime,0.0555556
5159,Drama,0.444444
5159,Family,0.0555556
5159,Fantasy,0.0555556
5159,Musical,0.0555556
5159,War,0.111111
5162,Short,1
5163,Action,0.333333
5163,Crime,0.666667
5163,Horror,0.333333
5163,Thriller,0.333333
5164,Comedy,0.5
5164,Drama,0.5
5167,Documentary,1
5167,Short,0.4
5168,Drama,1
5169,Drama,1
5169,Short,1
5170,Drama,1
5171,Musical,0.5
5171,Short,1
5172,Documentary,1
5172,Short,1
5173,Documentary,1
5173,Short,1
5174,Comedy,1
5175,Documentary,1
5177,Comedy,1
5177,Family,0.25
5177,Romance,0.25
5178,Music,1
5178,Short,1
5180,Drama,1
5180,Short,1
5180,Thriller,1
5184,Drama,1
5185,Drama,1
5186,Drama,1
5187,Drama,0.5
5187,Short,1
5188,Comedy,1
5188,Romance,1
5192,Action,1
5192,Comedy,1
5193,Action,0.333333
5193,Adventure,0.333333
5193,Drama,1
5193,Romance,0.333333
5195,Adventure,0.153846
5195,Comedy,0.153846
5195,Crime,0.0769231
5195,Drama,0.769231
5195,War,0.153846
5196,Action,0.5
5196,Drama,1
5196,Romance,0.5
5197,Animation,0.166667
5197,Comedy,0.166667
5197,Documentary,0.166667
5197,Short,1
5198,Drama,1
5199,Animation,0.96875
5199,Comedy,0.09375
5199,Drama,0.03125
5199,Family,0.84375
5199,Fantasy,0.21875
5199,Horror,0.0625
5199,Musical,0.34375
5199,Sci-Fi,0.03125
5199,Short,0.3125
5200,Action,1
5201,Comedy,1
5202,Animation,0.142857
5202,Comedy,0.142857
5202,Documentary,0.142857
5202,Horror,0.142857
5202,Sci-Fi,0.142857
5202,Short,0.857143
5202,Thriller,0.142857
5203,Animation,1
5203,Short,1
5205,Short,1
5206,Drama,0.333333
5206,Short,1
5209,Documentary,1
5210,Drama,1
5210,Horror,1
5210,Thriller,1
5210,War,1
5211,Short,1
5213,Documentary,1
5213,Short,1
5214,Animation,1
5214,Short,1
5218,Drama,1
5219,Short,1
5221,Short,1
5222,Animation,0.333333
5222,Documentary,0.333333
5222,Drama,0.333333
5222,Short,0.666667
5226,Comedy,1
5227,Animation,0.5
5227,Comedy,0.5
5227,Drama,0.5
5227,Short,0.5
5231,Documentary,0.897959
5231,Drama,0.0408163
5231,Short,0.959184
5232,Documentary,1
5232,Short,1
5234,Comedy,1
5234,Romance,0.333333
5235,Documentary,1
5235,Short,0.75
5236,Animation,1
5238,Adventure,0.333333
5238,Comedy,0.333333
5238,Western,0.333333
5239,Documentary,1
5241,Documentary,1
5243,Short,1
5246,Short,1
5247,Drama,0.666667
5247,Horror,0.333333
5247,Mystery,0.333333
5247,Romance,0.333333
5247,Thriller,1
5249,Drama,1
5251,Documentary,1
5252,Animation,1
5252,Short,1
5255,Drama,1
5255,Romance,0.111111
5256,Drama,1
5257,Short,1
5258,Comedy,0.5
5258,Drama,1
5258,Music,1
5259,Short,1
5260,Drama,0.666667
5260,Family,0.333333
5261,Drama,1
5262,Drama,1
5264,Animation,1
5264,Comedy,0.0344828
5264,Drama,0.0344828
5264,Fantasy,0.0344828
5264,Musical,0.0344828
5264,Short,0.0689655
5264,War,0.0344828
5265,Short,1
5266,Short,1
5267,Documentary,1
5268,Comedy,1
5268,Short,1
5270,Adventure,0.333333
5270,Drama,0.333333
5270,Horror,0.333333
5271,Thriller,1
5275,Drama,1
5275,Short,1
5277,Documentary,1
5279,Crime,0.5
5279,Drama,0.5
5280,Animation,1
5280,Short,1
5283,Documentary,1
5284,Comedy,1
5284,Short,1
5286,Comedy,0.333333
5286,Horror,0.333333
5286,Musical,0.333333
5286,Short,1
5287,Documentary,1
5287,Short,1
5292,Documentary,0.5
5292,Drama,0.5
5292,Romance,0.5
5293,Short,1
5294,Comedy,0.0526316
5294,Crime,0.105263
5294,Documentary,0.421053
5294,Drama,0.263158
5294,Short,0.263158
5296,Comedy,0.5
5296,Drama,0.5
5296,Short,0.25
5297,Action,0.0833333
5297,Adventure,0.0833333
5297,Comedy,0.25
5297,Crime,0.333333
5297,Drama,0.416667
5297,War,0.0833333
5298,Comedy,0.133333
5298,Crime,0.266667
5298,Drama,0.733333
5298,Fantasy,0.0666667
5298,Romance,0.133333
5298,War,0.2
5299,Documentary,0.666667
5299,Drama,0.333333
5299,Music,0.333333
5299,Short,0.333333
5300,Adventure,0.4
5300,Comedy,0.4
5300,Crime,0.4
5300,Family,0.2
5300,Fantasy,0.2
5300,Mystery,0.2
5300,Thriller,0.4
5302,Documentary,1
5303,Musical,1
5304,Drama,1
5304,Horror,1
5305,Animation,1
5305,Comedy,1
5305,Documentary,1
5305,Short,1
5306,Comedy,1
5307,Animation,1
5307,Short,1
5308,Music,1
5309,Comedy,0.25
5309,Crime,0.25
5309,Drama,0.5
5309,Romance,0.25
5309,Thriller,0.25
5310,Comedy,0.142857
5310,Documentary,0.285714
5310,Drama,0.571429
5310,Sci-Fi,0.285714
5310,Thriller,0.142857
5311,Drama,1
5312,Action,0.0909091
5312,Adventure,0.0909091
5312,Comedy,0.0909091
5312,Crime,0.0909091
5312,Drama,0.818182
5312,Fantasy,0.0909091
5313,Animation,0.5
5313,Documentary,0.5
5313,Short,1
5315,Documentary,1
5316,Documentary,1
5317,Drama,1
5317,Music,0.888889
5317,Romance,0.222222
5318,Drama,1
5319,Documentary,0.5
5319,Drama,0.25
5319,Short,0.25
5319,Thriller,0.25
5321,Documentary,1
5324,Drama,1
5325,Drama,0.857143
5325,War,0.142857
5326,Action,0.0909091
5326,Comedy,0.272727
5326,Horror,0.272727
5326,Musical,0.0909091
5326,Thriller,0.181818
5326,War,0.181818
5326,Western,0.181818
5327,Documentary,0.857143
5327,Short,0.142857
5328,Short,1
5329,Short,1
5330,Drama,1
5331,Documentary,1
5332,Documentary,1
5333,Documentary,0.75
5333,Drama,0.25
5339,Comedy,1
5339,Short,1
5340,Short,1
5341,Comedy,1
5342,Documentary,1
5342,Short,1
5343,Action,1
5343,Short,1
5343,Thriller,1
5344,Documentary,1
5345,Short,1
5346,Comedy,0.0769231
5346,Documentary,0.153846
5346,Drama,0.615385
5346,Short,0.0769231
5346,War,0.307692
5347,Documentary,1
5348,Documentary,1
5350,Drama,1
5351,Drama,1
5351,Short,0.666667
5352,Comedy,0.111111
5352,Crime,0.333333
5352,Documentary,0.555556
5352,Drama,0.111111
5353,Documentary,1
5353,Short,0.75
5354,Documentary,1
5354,Short,1
5355,Action,1
5355,Short,1
5355,Thriller,1
5356,Documentary,1
5357,Comedy,1
5358,Comedy,1
5358,Short,1
5359,Animation,1
5359,Short,1
5360,Documentary,0.857143
5360,Drama,0.142857
5360,Short,0.428571
5362,Comedy,0.166667
5362,Drama,0.833333
5362,Short,0.5
5362,War,0.166667
5363,Documentary,1
5364,Documentary,1
5365,Comedy,0.5
5365,Drama,1
5365,Short,1
5366,Comedy,1
5366,Drama,0.333333
5366,Short,0.333333
5366,Thriller,0.333333
5367,Documentary,1
5370,Action,1
5370,Adventure,1
5370,Comedy,1
5370,Family,1
5373,Short,1
5374,Documentary,0.333333
5374,Drama,0.333333
5374,Romance,0.333333
5374,Short,0.666667
5375,Documentary,1
5375,Short,1
5376,Adventure,1
5376,Comedy,0.5
5376,Drama,0.5
5376,Family,0.5
5376,Fantasy,0.5
5376,Romance,0.5
5377,Drama,1
5377,Short,1
5378,Documentary,1
5378,Short,0.5
5379,Comedy,1
5379,Musical,1
5380,Drama,1
5380,Thriller,1
5381,Documentary,1
5382,Comedy,1
5384,Comedy,0.333333
5384,Documentary,0.666667
5384,Family,0.333333
5384,Short,0.666667
5385,Comedy,0.72
5385,Drama,0.24
5385,Romance,0.04
5385,Short,0.04
5386,Animation,1
5386,Family,1
5386,Fantasy,1
5386,Short,1
5387,Documentary,1
5388,Short,1
5389,Comedy,0.333333
5389,Drama,0.333333
5389,Short,1
5390,Action,1
5390,Sci-Fi,1
5391,Animation,1
5391,Short,1
5394,Documentary,0.5
5394,Drama,0.5
5398,Documentary,1
5399,Adventure,1
5399,Drama,1
5399,Romance,1
5400,Action,0.25
5400,Short,0.75
5401,Comedy,1
5402,Comedy,1
5402,Crime,0.25
5403,Comedy,0.75
5403,Drama,0.75
5403,Romance,0.25
5404,Documentary,1
5405,Documentary,1
5406,Documentary,1
5407,Short,1
5409,Crime,0.5
5409,Drama,0.5
5409,Short,1
5410,Comedy,0.25
5410,Drama,0.25
5410,Family,0.25
5410,Short,0.75
5412,Drama,0.5
5412,Short,1
5412,Thriller,0.5
5415,Drama,1
5416,Documentary,1
5417,Documentary,1
5417,Short,1
5419,Documentary,1
5419,Short,1
5421,Comedy,0.5
5421,Documentary,0.5
5422,Documentary,1
5423,Documentary,1
5424,Documentary,1
5425,Documentary,1
5426,Action,0.2
5426,Comedy,0.4
5426,Crime,0.8
5427,Comedy,1
5427,Drama,1
5427,Fantasy,1
5427,Musical,1
5428,Documentary,1
5429,Documentary,0.666667
5429,Short,0.333333
5430,Documentary,1
5431,Documentary,1
5432,Comedy,1
5433,Action,0.333333
5433,Adventure,0.333333
5433,Comedy,0.333333
5436,Documentary,1
5438,Documentary,1
5438,Short,1
5439,Action,1
5439,Adventure,0.5
5439,Comedy,0.5
5439,Drama,1
5439,Fantasy,0.5
5440,Documentary,0.666667
5440,Drama,0.666667
5440,Short,1
5441,Comedy,0.666667
5441,Documentary,0.333333
5442,Short,1
5444,Action,0.115385
5444,Crime,0.0384615
5444,Drama,0.153846
5444,Fantasy,0.269231
5444,Horror,0.653846
5444,Mystery,0.0384615
5444,Romance,0.153846
5444,Thriller,0.346154
5445,Action,0.0857143
5445,Adventure,0.142857
5445,Comedy,0.0857143
5445,Crime,0.0285714
5445,Documentary,0.114286
5445,Drama,0.142857
5445,Family,0.0285714
5445,Fantasy,0.0571429
5445,Horror,0.428571
5445,Mystery,0.0857143
5445,Sci-Fi,0.0571429
5445,Short,0.0571429
5445,Thriller,0.171429
5445,War,0.0285714
5445,Western,0.0857143
5448,Action,0.2
5448,Adventure,0.2
5448,Documentary,0.2
5448,Drama,0.8
5448,Short,0.2
5449,Documentary,1
5450,Short,1
5452,Action,0.6
5452,Comedy,0.2
5452,Crime,0.2
5452,Drama,0.2
5452,Family,0.2
5452,Musical,0.2
5452,Romance,0.8
5452,Thriller,0.2
5454,Short,1
5455,Action,0.368421
5455,Comedy,0.0526316
5455,Crime,0.105263
5455,Drama,0.315789
5455,Horror,0.157895
5455,Mystery,0.0526316
5455,Sci-Fi,0.157895
5455,Thriller,0.421053
5455,Western,0.0526316
5457,Adventure,0.25
5457,Drama,0.25
5457,Short,0.5
5457,Thriller,0.25
5459,Drama,1
5460,Documentary,1
5461,Animation,0.0277778
5461,Comedy,0.305556
5461,Crime,0.0833333
5461,Drama,0.305556
5461,Family,0.166667
5461,Horror,0.0277778
5461,Musical,0.222222
5461,Mystery,0.0277778
5461,War,0.0277778
5461,Western,0.0277778
5463,Short,1
5464,Documentary,1
5465,Comedy,1
5465,Drama,0.25
5465,Family,0.25
5465,Romance,0.25
5466,Comedy,0.5
5466,Drama,0.5
5466,Short,1
5467,Action,0.833333
5467,Comedy,0.333333
5467,Crime,0.333333
5467,Drama,0.333333
5467,Romance,0.166667
5467,Sci-Fi,0.333333
5467,Thriller,0.833333
5467,War,0.166667
5468,Comedy,0.5
5468,Documentary,0.166667
5468,Drama,0.166667
5468,Short,0.166667
5470,Action,0.333333
5470,Comedy,0.333333
5470,Crime,0.333333
5470,Drama,0.333333
5470,Short,0.333333
5471,Drama,0.5
5471,Short,1
5472,Drama,1
5474,Documentary,1
5475,Documentary,1
5475,Short,1
5476,Documentary,1
5476,Music,1
5477,Action,0.5
5477,Adventure,0.5
5477,Sci-Fi,0.5
5477,War,0.5
5478,Drama,0.5
5478,Music,0.5
5479,Documentary,0.5
5479,Music,1
5480,Documentary,1
5481,Drama,1
5482,Documentary,1
5483,Short,1
5484,Short,1
5485,Comedy,1
5485,Drama,1
5485,Short,1
5486,Action,1
5486,Adventure,1
5486,Animation,1
5486,Thriller,1
5487,Crime,1
5487,Drama,1
5487,Romance,1
5488,Documentary,1
5488,Short,0.5
5488,War,0.25
5491,Comedy,1
5491,Crime,0.333333
5491,Drama,0.333333
5491,Family,0.333333
5492,Crime,1
5492,Horror,1
5492,Short,1
5492,Thriller,1
5494,Drama,0.5
5494,Short,1
5495,Comedy,0.333333
5495,Drama,0.333333
5495,Family,0.333333
5495,Fantasy,0.333333
5495,Short,1
5496,Comedy,1
5497,Comedy,1
5498,Drama,1
5499,Comedy,0.608696
5499,Drama,0.521739
5499,Musical,0.521739
5499,Romance,0.0869565
5500,Drama,1
5502,Drama,1
5503,Drama,0.6
5503,Family,0.4
5504,Drama,1
5505,Action,0.5
5505,Comedy,0.5
5505,Crime,1
5505,Drama,1
5505,Romance,1
5505,Thriller,1
5506,Short,1
5507,Animation,1
5507,Short,1
5509,Crime,0.222222
5509,Drama,0.111111
5509,Short,0.555556
5509,War,0.111111
5509,Western,0.111111
5510,Crime,0.2
5510,Documentary,0.2
5510,Drama,0.2
5510,Thriller,0.2
5510,Western,0.4
5511,Short,1
5513,Documentary,0.736842
5513,Drama,0.105263
5513,Short,0.315789
5516,Short,1
5517,Drama,1
5517,Thriller,1
5518,Comedy,0.833333
5518,Drama,0.333333
5519,Documentary,1
5520,Documentary,1
5520,Short,1
5521,Comedy,0.0454545
5521,Crime,0.0454545
5521,Documentary,0.0454545
5521,Drama,0.954545
5521,Romance,0.0909091
5521,Short,0.409091
5521,War,0.0454545
5521,Western,0.0454545
5522,Romance,1
5522,Short,1
5523,Drama,1
5524,Comedy,0.5
5524,Drama,0.5
5526,Documentary,1
5526,Short,1
5527,Action,1
5527,Adventure,1
5527,Sci-Fi,1
5529,Short,1
5530,Animation,1
5530,Short,1
5531,Comedy,1
5531,Drama,1
5533,Animation,1
5533,Short,1
5534,Comedy,0.5
5534,Drama,0.5
5536,Short,1
5537,Short,0.5
5537,Thriller,0.5
5538,Comedy,1
5538,Drama,1
5538,Romance,1
5539,Comedy,1
5542,Action,1
5542,Drama,1
5546,Drama,1
5547,Action,1
5548,Comedy,1
5548,Horror,1
5549,Action,1
5552,Animation,1
5552,Short,1
5553,Musical,1
5553,Sci-Fi,1
5553,Short,1
5555,Documentary,1
5556,Family,1
5556,Short,1
5557,Action,1
5557,Drama,0.333333
5557,Horror,1
5557,Mystery,0.666667
5557,Thriller,1
5558,Documentary,1
5560,Action,0.333333
5560,Crime,0.333333
5560,Drama,0.333333
5560,Horror,0.333333
5560,Short,0.333333
5561,Documentary,1
5564,Short,1
5565,Documentary,1
5566,Short,1
5568,Comedy,1
5568,Short,0.5
5569,Action,0.25
5569,Comedy,0.75
5569,Crime,0.25
5569,Drama,0.5
5569,Fantasy,0.25
5569,Musical,0.25
5569,Romance,0.25
5569,Thriller,0.25
5570,Comedy,1
5570,Horror,1
5570,Sci-Fi,1
5570,Thriller,1
5572,Crime,1
5573,Comedy,1
5573,Short,1
5573,Western,0.142857
5574,Short,1
5575,Drama,1
5576,Short,1
5577,Drama,1
5578,Documentary,1
5579,Documentary,0.5
5579,Music,1
5580,Documentary,0.75
5580,Short,0.5
5582,Documentary,0.0769231
5582,Drama,0.384615
5582,Horror,0.0769231
5582,Mystery,0.0769231
5582,Romance,0.0769231
5582,Short,0.384615
5582,Thriller,0.0769231
5584,Comedy,0.933333
5584,Short,1
5585,Action,0.0125523
5585,Adventure,0.0209205
5585,Comedy,0.65272
5585,Crime,0.0711297
5585,Drama,0.246862
5585,Family,0.0251046
5585,Horror,0.0376569
5585,Musical,0.0334728
5585,Mystery,0.0920502
5585,Romance,0.0292887
5585,Sci-Fi,0.0167364
5585,Short,0.280335
5585,Thriller,0.0083682
5585,War,0.0041841
5585,Western,0.0502092
5586,Comedy,1
5587,Documentary,0.818182
5587,Drama,0.181818
5587,Short,0.727273
5588,Comedy,1
5588,Drama,1
5588,Family,1
5589,Drama,0.5
5589,Short,0.5
5590,Short,1
5591,Documentary,1
5592,Romance,1
5597,Action,0.0769231
5597,Adventure,0.0769231
5597,Comedy,0.153846
5597,Crime,0.0769231
5597,Drama,0.461538
5597,Fantasy,0.0769231
5597,Horror,0.230769
5597,Mystery,0.153846
5597,Sci-Fi,0.0769231
5597,Thriller,0.0769231
5598,Action,0.0136986
5598,Adventure,0.0273973
5598,Comedy,0.506849
5598,Crime,0.0410959
5598,Drama,0.493151
5598,Musical,0.0410959
5598,Mystery,0.0136986
5598,Romance,0.164384
5598,Western,0.0273973
5600,Documentary,1
5601,Animation,1
5601,Short,1
5602,Documentary,1
5602,Short,0.5
5603,Comedy,0.384615
5603,Crime,0.0769231
5603,Drama,0.461538
5603,Family,0.0769231
5603,Sci-Fi,0.0769231
5604,Short,1
5605,Animation,1
5605,Short,1
5606,Drama,1
5607,Documentary,1
5608,Documentary,1
5608,Horror,1
5608,Music,1
5609,Documentary,1
5612,Comedy,1
5613,Short,1
5614,Short,1
5615,Drama,1
5617,Documentary,1
5618,Comedy,1
5618,Musical,1
5618,Romance,1
5619,Adventure,0.333333
5619,Comedy,0.666667
5619,Drama,0.333333
5619,Family,0.333333
5619,Musical,0.333333
5619,Romance,0.333333
5620,Drama,1
5621,Short,1
5622,Drama,0.333333
5622,Short,1
5623,Documentary,1
5624,Documentary,1
5624,Short,1
5625,Short,1
5626,Drama,1
5626,Short,1
5627,Short,1
5628,Comedy,1
5628,Thriller,1
5629,Action,0.125
5629,Comedy,0.375
5629,Crime,0.125
5629,Drama,0.375
5629,Horror,0.375
5629,Mystery,0.125
5629,Sci-Fi,0.125
5629,Short,0.25
5629,Thriller,0.125
5630,Adventure,1
5632,Documentary,1
5632,Music,1
5633,Comedy,0.25
5633,Drama,0.75
5633,Short,0.25
5634,Comedy,1
5634,Crime,1
5636,Drama,1
5638,Short,1
5639,Documentary,1
5641,Comedy,1
5642,Short,1
5643,Short,1
5644,Animation,1
5645,Drama,1
5648,Crime,1
5649,Crime,0.5
5649,Drama,0.5
5651,Horror,1
5651,Mystery,1
5652,Crime,1
5652,Drama,1
5653,Drama,0.8
5653,Short,0.6
5653,Thriller,0.2
5655,Adventure,0.5
5655,Comedy,0.5
5655,Horror,1
5655,Thriller,1
5656,Adventure,0.125
5656,Drama,0.125
5656,Family,0.75
5656,Fantasy,0.375
5656,Romance,0.125
5656,War,0.125
5656,Western,0.125
5657,Drama,1
5660,Comedy,1
5660,Short,1
5661,Documentary,1
5662,Documentary,1
5662,Music,0.166667
5662,War,0.166667
5663,Comedy,1
5663,Drama,0.333333
5663,Short,1
5666,Action,0.0833333
5666,Comedy,0.0833333
5666,Crime,0.333333
5666,Drama,0.833333
5666,Romance,0.25
5666,Thriller,0.5
5667,Comedy,1
5667,Drama,1
5667,Musical,1
5668,Comedy,0.454545
5668,Crime,0.363636
5668,Drama,0.636364
5668,Mystery,0.0909091
5668,Romance,0.181818
5668,Thriller,0.181818
5669,Adventure,0.125
5669,Comedy,0.5
5669,Crime,0.125
5669,Drama,0.625
5670,Comedy,0.166667
5670,Crime,0.166667
5670,Documentary,0.5
5670,Drama,0.166667
5670,Romance,0.166667
5670,Short,0.166667
5670,Thriller,0.166667
5670,War,0.166667
5671,Action,0.333333
5671,Adventure,0.333333
5671,Comedy,0.166667
5671,Crime,0.166667
5671,Drama,0.333333
5671,Fantasy,0.166667
5671,Horror,0.166667
5671,Romance,0.166667
5671,Sci-Fi,0.166667
5671,Short,0.166667
5671,Thriller,0.333333
5671,War,0.166667
5673,Comedy,0.1
5673,Crime,0.6
5673,Drama,0.2
5673,Thriller,0.4
5674,Documentary,1
5675,Documentary,1
5675,Short,1
5676,Documentary,1
5678,Documentary,1
5678,Music,1
5680,Action,1
5680,Adventure,1
5680,Horror,1
5681,Comedy,1
5681,Documentary,0.333333
5683,Action,0.333333
5683,Adventure,0.333333
5683,Comedy,1
5684,Adventure,0.0454545
5684,Comedy,0.318182
5684,Crime,0.636364
5684,Drama,0.5
5684,Family,0.0454545
5684,Romance,0.0454545
5684,Short,0.0454545
5684,Thriller,0.0454545
5685,Comedy,0.5
5685,Crime,0.25
5685,Drama,0.75
5686,Documentary,1
5687,Documentary,1
5688,Documentary,1
5688,War,0.333333
5689,Drama,1
5690,Action,0.333333
5690,Drama,0.333333
5690,Family,0.5
5690,Thriller,0.166667
5691,Animation,1
5691,Short,1
5692,Comedy,1
5692,Horror,1
5692,Short,1
5693,Comedy,1
5693,Romance,1
5694,Comedy,1
5696,Comedy,0.5
5696,Drama,0.5
5697,Crime,1
5697,Mystery,1
5698,Comedy,1
5698,Horror,1
5699,Comedy,1
5699,Horror,1
5699,Short,1
5700,Fantasy,1
5700,Sci-Fi,1
5700,Short,1
5701,Comedy,1
5701,Crime,1
5702,Crime,0.333333
5702,Short,1
5703,Action,0.5
5703,Comedy,0.5
5703,Documentary,0.5
5703,Short,0.5
5704,Documentary,1
5704,Short,1
5705,Thriller,1
5707,Documentary,0.25
5707,Short,0.75
5708,Animation,1
5708,Short,1
5709,Comedy,1
5709,Short,1
5712,Drama,1
5712,Musical,0.333333
5712,Romance,0.333333
5712,Thriller,0.333333
5713,Action,0.166667
5713,Adventure,0.166667
5713,Documentary,0.833333
5713,Drama,0.166667
5713,Romance,0.166667
5714,Comedy,1
5715,Horror,1
5717,Drama,1
5718,Documentary,1
5718,Music,1
5719,Crime,1
5720,Action,0.375
5720,Comedy,0.25
5720,Crime,0.125
5720,Drama,0.875
5720,Family,0.625
5720,Musical,0.25
5720,Mystery,0.125
5720,Romance,0.375
5720,Thriller,0.125
5722,Drama,1
5722,Family,1
5722,Musical,1
5724,Drama,0.666667
5724,Short,0.666667
5725,Crime,1
5726,Documentary,1
5726,Music,1
5727,Crime,1
5728,Short,1
5729,Documentary,1
5729,Short,1
5730,Documentary,1
5731,Drama,1
5731,Musical,1
5732,Documentary,1
5733,Animation,0.5
5733,Comedy,0.25
5733,Family,0.25
5733,Short,0.75
5735,Documentary,1
5736,Action,1
5736,Drama,1
5736,Thriller,1
5739,Comedy,1
5741,Short,1
5742,Action,0.12987
5742,Adventure,0.376623
5742,Animation,0.025974
5742,Comedy,0.012987
5742,Crime,0.0779221
5742,Documentary,0.012987
5742,Drama,0.103896
5742,Family,0.0519481
5742,Fantasy,0.012987
